,pairwise_pearson,predicted_score,sentence1,sentence2
46,-0.1320625796019158,2.1697450801730156,A woman is taking a picture.,A man is playing a guitar.
47,-0.01965647198869195,2.4503173865377903,The man is riding a horse.,A woman is using a hoe.
48,0.6785666449563104,4.196212887763977,A man is drilling a hole in a board.,Someone is drilling a hole in a piece of wood.
49,0.8813735052270641,4.703439176082611,A man is fitting silencer on a pistol.,A man is adding a silencer to a gun.
50,0.27522573765393105,3.1882932782173157,Two little girls are talking on the phone.,A little girl is walking down the street.
51,0.8197413540410283,4.549344480037689,Someone is stirring chili in a kettle.,Someone is stirring a pot of chili with a spoon.
52,0.8737306546857642,4.68434602022171,The woman is cracking eggs into a bowl.,The lady broke raw eggs into a bowl.
53,0.9735835676527509,4.933907091617584,A woman puts flour on a piece of meat.,A woman is putting flour onto some meat.
54,0.12813339248764827,2.8203561902046204,A man is talking on a phone.,A man is singing to a woman.
55,0.29960517347558874,3.2483886182308197,A man is playing an electronic keyboard.,A man is playing a flute.
56,0.15050387899878567,2.876080945134163,A man is playing a guitar.,A man is eating a banana.
57,0.12335029795365249,2.8083905577659607,A man is jumping into water.,A man is cutting paper.
58,0.6354664199279989,4.088674634695053,A man is playing a guitar.,A guy is playing an instrument.
59,-0.07907333663001509,2.302141636610031,A young man is playing the piano.,A woman is peeling a prawn.
60,0.6887251657232873,4.222014099359512,A woman is mixing ingrediants.,A woman is mixing food in a bowl.
61,0.8211578980868302,4.5527952909469604,Someone is shredding cabbage leaves with a knife.,Someone is chopping some cabbage leaves.
62,0.4827973701237386,3.7069206684827805,A slow lori walks around.,A animal is walking around.
63,0.8674032970629045,4.6685172617435455,A little boy is vacuuming the floor.,A boy is vacuuming.
64,0.7309954923146298,4.327245056629181,A woman is applying eye liner to her eyelid using an eye pencil.,A woman is applying cosmetics to her eyelid.
65,-0.025131104887928142,2.437979835085571,A man is making a bed.,A woman is playing a guitar.
66,0.8837841047630727,4.709538221359253,A man plays a keyboard.,A person is playing the keyboard.
67,0.8023596994509281,4.505867958068848,A rabbit is playing with a toy rabbit.,A bunny is playing with a stuffed bunny.
68,0.5889427954153952,3.9723820984363556,A plane rides on a road.,An airplane moves along a runway.
69,0.8652645404770583,4.663094580173492,A man shoots a man.,A man with a pistol shoots another man.
70,0.7343124266151284,4.335272014141083,A man plays the guitar.,The man sang and played his guitar.
71,0.531439573744109,3.8285833597183228,A guy is playing hackysack,A man is playing a key-board.
72,0.6372910437506759,4.093036651611328,One man is breaking cement on another man's chest.,A man breaks cinder blocks on another man.
73,0.0670740106089058,2.6678087934851646,A man is talking with other women on the beach.,A man is walking down the street.
74,0.07801229323638345,2.69533421844244,The woman is dicing onions.,A woman is dancing in railway station.
75,0.9031673592259764,4.75774347782135,A chef is preparing some food.,A chef prepared a meal.
76,0.6778021767749296,4.194759875535965,The man talked to a girl over the internet camera.,A teenager talks to a girl over a webcam.
77,0.6397640736021859,4.0992724895477295,A turtle walks over the ground.,A large turtle crawls in the grass.
78,0.21253542157215008,3.031494729220867,The lady cracked an egg for the mixer.,The lady sliced up the meat.
79,0.6640809258725222,4.160176366567612,Five kittens are eating out of five dishes.,Kittens are eating food on trays.
80,0.6261163120301063,4.06512588262558,A woman is slicing some tuna.,A woman is cutting raw fish.
81,-0.04873259628504596,2.3781516682356596,A man playing the guitar.,A woman is painting her lips.
82,0.026887510986102064,2.5676221353933215,A man is playing a flute.,A dog is barking at a fly.
83,0.6753618142040467,4.188371002674103,A baby rhino is walking around his pen with his mother.,A baby rhino is following an adult rhino.
84,0.9692742313132504,4.9231842160224915,The man used a sword to slice a plastic bottle.,A man sliced a plastic bottle with a sword.
85,0.21535283591558785,3.0382709205150604,A man is cleaning a fish on a kitchen counter.,A man is playing a flute.
86,0.5343264901549131,3.8358967006206512,A person is chopping coriander leaves.,A woman is slicing up some green leaves.
87,0.7912656689813136,4.478257596492767,A man is pressing microwave buttons.,A man turns on the microwave.
88,0.7748991029194335,4.437258243560791,A girl is riding a horse.,The girl trotted the horse.
89,0.6842984935990837,4.21071857213974,Batman and Robin fly a helicopter over water.,A helicopter flies over water.
90,0.7145399519546684,4.2861440777778625,A woman pours oil into a skillet from a plastic bottle while she is talking.,An older woman is pouring oil into a skillet on the stove.
91,0.4663842685098873,3.666025325655937,A woman is cutting some herbs.,A woman is chopping cilantro.
92,0.3641033615335076,3.4103036671876907,The lady put the skewered shimp in the hot water.,The lady fried the breaded meat in hot oil.
93,-0.025783174217364365,2.435649298131466,A woman is riding on a horse.,A man is shooting off guns.
94,0.19786382166437977,2.9946496710181236,The boy is playing the piano.,A band is playing on stage.
95,0.5918216958598943,3.97944912314415,The cook is kneading the flour.,A woman is kneading tortilla dough.
96,0.1479708791737156,2.8700020164251328,A woman is riding a horse along a perimeter.,A dog is riding a skateboard.
97,0.18000519099986345,2.950705476105213,A woman is putting her baby in a waste bin.,The woman is poking holes in the potato.
98,-0.049648486438262945,2.376052811741829,A cat is pouncing on a trampoline.,A man is slicing a tomato.
99,0.6444174912626761,4.111001640558243,A man and woman are eating at a table.,A couple are eating a meal and talking.
100,-0.08724719453453554,2.281702011823654,A woman is riding on a horse.,A man is turning over tables in anger.
101,0.1475036959885902,2.8690868243575096,A man is screwing wood to a wall.,A man is giving a woman a massage.
102,0.634754111683499,4.0868160128593445,A girl is playing a flute.,A girl plays a wind instrument.
103,0.42514363695796314,3.5629497468471527,A small baby is playing a guitar.,"A boy sits on a bed, sings and plays a guitar."
104,-0.04249683031567646,2.394201010465622,A woman is chopping onion.,A man is doing a card trick.
105,0.7012594740397078,4.253282248973846,A man and a woman walk through the woods.,The man and woman are walking.
106,0.7385226985938772,4.346525818109512,A child is playing a computer game.,A boy is playing a game on a laptop.
107,0.7382183299153945,4.345599412918091,Men are jumping into water from a bridge.,Men jump in a river.
108,0.19538292102065546,2.988574057817459,A woman is peeling some fish.,A woman is pouring a yellow mixture on a frying pan.
109,0.41318239261241374,3.532570004463196,People are playing baseball.,The cricket player hit the ball.
110,0.2036391589449657,3.0090924724936485,A person is boiling soup.,A woman is placing eggs into a pan.
111,-0.023122661239767646,2.442193324677646,A woman is dancing.,A man breaks a stick.
112,-0.01941659008210211,2.451431443914771,A ballet dancer is performing on stage.,The beaver is being petted.
113,0.07100901554970568,2.677432894706726,A man shoots a basket.,A man is playing a guitar.
114,0.039528480144742306,2.5987374782562256,The elephants are bathing.,Two women are singing.
115,0.08116296138820339,2.702458780258894,The man cut up an onion.,A man is dancing.
116,0.48150602799313563,3.7036187946796417,A woman puts cosmetics on her eyelid.,The woman is pencilling on eye shadow.
117,0.584873788883406,3.962232619524002,A woman and man are riding in a car.,A woman driving a car is talking to the man seated beside her.
118,-0.04294532327934972,2.3926971293985844,A girl is dancing in a cage.,A onion is being chopped.
119,-0.008841575117903061,2.4780704732984304,A cat is on a robot.,A man is eating bread.
120,0.5691481209654097,3.922917991876602,The lady stirred up raw eggs in the bowl.,A woman is pouring eyes into a bowl.
121,0.01034631004857306,2.5266232201829553,A cow is eating grass.,A dog is pulling a girl down a hill.
122,0.43765339491199395,3.594091385602951,The man stirred the sauce for the chicken.,The man is stirring oil.
123,0.17473765343665995,2.9366078227758408,A man jumping rope,A man is talking.
124,0.3153905398870335,3.2884249091148376,A woman is peeling an orange.,A woman cuts off a small piece of lemon rind.
125,0.566931698676699,3.917415291070938,Someone is beating an egg.,A woman stirs eggs in a bowl.
126,-0.1149293405641611,2.213725410401821,A man is cutting a potato.,A woman plays an electric guitar.
127,-0.1132755286910341,2.2165169939398766,A man is buttering a piece of bread.,A slow loris hanging on a cord.
128,0.36711091663422957,3.4188926964998245,A woman cuts up some vegetables.,A woman is placing skewered food onto a cooker.
129,0.66483387247799,4.162108600139618,The lady cut the tail and body of a shrimp.,A woman is cleaning a shrimp.
130,-0.1667291843951237,2.083154544234276,A man plays an acoustic guitar.,A woman and dog are walking together.
131,0.7625547977410501,4.406318366527557,A person is peeling shrimp.,A person is preparing shrimp.
132,0.8943655970934604,4.735815525054932,A woman is cutting broccoli.,A woman is slicing broccoli.
133,0.9889241587645137,4.97231125831604,A small dog laying on the bed.,A small dog is laying on a bed.
134,0.9943443119739579,4.985861778259277,The man is slicing a potato.,A man is slicing potato.
135,0.9943443119739579,4.985861778259277,The man is slicing a potato.,A man is slicing potato.
136,0.9416968041402856,4.854241609573364,A person is peeling shrimp.,A man is peeling shrimp.
137,0.8188019069304762,4.546898901462555,A woman is putting on sun glasses.,A woman puts on sunglasses.
138,0.5794452583118463,3.9490018784999847,A woman is slicing a potato.,A woman is slicing carrot.
139,0.8950532119342673,4.737788736820221,Women are running.,Two women are running.
140,0.24429483378365002,3.109259530901909,A man is playing a harp.,A woman is playing a guitar.
141,0.9657426516788465,4.914357364177704,A man dives into a pool.,A man dives into a swimming pool.
142,0.9880261644141178,4.970020353794098,The man is smashing garlic.,A man is smashing some garlic.
143,0.533689731561801,3.834301084280014,A man is cutting up a potato.,A man is cutting up carrots.
144,0.9467973541047336,4.866953194141388,A man is slicing an onion.,A man slices an onion.
145,0.23549513519340035,3.0892211943864822,A man is dancing.,A man is singing.
146,0.1297220466965196,2.8245002031326294,A man is running.,A man is singing.
147,0.456684043944957,3.6415329575538635,The man is hiking in the woods.,A man is tracking in the wood.
148,0.38913198825211026,3.472878187894821,A man is playing a flute.,A man is playing guitar.
149,0.15232249543890244,2.880849428474903,A man is riding a bike.,A woman is riding a horse.
150,0.8157225823731178,4.538761377334595,A woman is playing the guitar.,A person is playing a guitar.
151,0.6393974328999891,4.09840852022171,A man is eating a pizza.,A man is eating a food.
152,0.9770083341400815,4.94251012802124,A man is playing guitar.,A man plays a guitar.
153,0.2593397565572538,3.1481922417879105,The man is buttering the bread.,The man is stirring the rice.
154,0.06171599589841327,2.654968276619911,A woman is hitting a man.,A woman is taking a bath.
155,0.5210559006232496,3.802642673254013,Three men are dancing.,Women are dancing.
156,0.13181085075297752,2.8300757706165314,A man is speaking.,A man is dancing.
157,0.13181085075297752,2.8300757706165314,A man is dancing.,A man is speaking.
158,0.7576132420401684,4.394034743309021,A person is combing a cat hair.,A person is brushing a cat.
159,0.35926330323654476,3.3982104063034058,A man is playing the drums.,A man is playing guitar.
160,0.32652962623048476,3.3164259046316147,A man is peeling a banana.,A woman is peeling a potato.
161,0.14895416868087963,2.8725966438651085,A boy is riding a horse.,A monkey is riding a bus.
162,0.899438080253078,4.748605787754059,The puppy tried to get out of the tub.,A puppy is trying to get out of a bathtub.
163,0.7004753115643426,4.251288920640945,A woman is peeling an onion.,The woman is slicing green onions.
164,0.1479204532111508,2.869931198656559,A person is mixing a pot of rice.,A person is peeling a potato.
165,0.5814362514400573,3.953014612197876,A man is playing a guitar.,The girl is playing the guitar.
166,0.7202326208667765,4.300566017627716,A lion cub tries to climb a fence.,A lion tries to climb over a wall.
167,0.5931605219387256,3.9829114079475403,A man is talking on a cell phone.,A guy is talking into a microphone.
168,0.255187324433083,3.1379592418670654,A man is playing a guitar.,A man is cleaning a cd.
169,0.8337745966086769,4.584423154592514,Someone is pouring chicken broth into a pot.,The man is pouring broth into the pot.
170,0.6425521916606554,4.106544852256775,A woman is chopping an onion.,A woman is chopping garlic with a knife.
171,0.8984901280986862,4.746158123016357,The man is shaking hands with other men.,A man is shaking another mans hand.
172,0.7658970192691499,4.414657950401306,A target is being hit with gun fire.,The target was being shot with bullets.
173,0.008901105517292354,2.522184052504599,A woman is applying makeup.,A man is playing a guitar.
174,0.6892274460320114,4.222981780767441,A woman is slicing a big pepper.,A person is cutting a green pepper.
175,0.8498765046264269,4.624759256839752,A man puts some cheese on a pizza.,A man is sprinkling shredded cheese on a pizza.
176,0.3115177008342983,3.27883780002594,A man is staring at a leaf.,A man is slicing a vegetable.
177,0.6977741234469897,4.244493097066879,A person is picking a komodo dragon and putting it in a box.,A person is placing a baby komodo dragon into a container.
178,0.34050532491574703,3.3521561324596405,A person drops a camera down an escelator.,A man tosses a bag down an escalator.
179,0.353475613363618,3.3834264427423477,The man is playing the keyboards.,A man is playing guitar.
180,0.07426684369258249,2.6859208941459656,A woman is applying eye shadow.,A woman is washing a bowl.
181,0.14149688572707633,2.8540586680173874,A woman is playing the flute.,A man is playing a keyboard.
182,0.29301549088221274,3.2322146743535995,A man is riding on a horse.,A woman is riding an elephant.
183,0.24629490001747523,3.1161393225193024,A man is playing flute.,A man is dancing.
184,0.757587543837765,4.3939900398254395,A tiger is walking around his cage.,A tiger walks around aimlessly.
185,0.8155817077514553,4.538941532373428,A person pours cooking oil into a pot.,A person is pouring olive oil into a pot on the stove.
186,0.05303837799091489,2.6332486514002085,A woman is cutting potato.,A woman is riding a horse.
187,0.8931036346688298,4.732770472764969,A parrot is talking.,A parrot is talking into a microphone.
188,0.2113731385665713,3.028675615787506,A man is singing into a microphone.,A man is dancing in the rain.
189,0.6243843237158364,4.061325043439865,A woman is exercising.,A woman lifts weights.
190,0.8545655545443676,4.636416435241699,A child runs into and out of the ocean waves.,A young boy is running toward and from the ocean waves.
191,0.422777551937988,3.5570887476205826,A man is playing the piano.,A man is playing a wooden flute.
192,0.7022146083138396,4.255521297454834,A guy is riding a horse.,A man is riding a horse in the desert.
193,0.7882664455342132,4.470794200897217,A dog is stealing food from a refrigerator.,The dog took something out of the refrigerator.
194,0.5098119459189321,3.7748655676841736,A person uses a blowtorch on two cameras.,A person is burning cameras.
195,0.22758108721855247,3.068978786468506,A man is putting a knife in a vice.,A man is getting into a car in a garage.
196,-0.07674326338253969,2.3073825612664223,A woman is cooking meat.,A man is speaking.
197,0.698049196342208,4.245120733976364,A puppy is trying to come out from the sink.,The puppy tried to get out of the tub.
198,0.8964027675029684,4.741003215312958,A person is folding a square paper piece.,A person folds a piece of paper.
199,-0.09912969799542254,2.252339143306017,The boy is playing the piano.,The woman is pouring oil into the pan.
200,-0.0766070776488994,2.309633493423462,A man is cutting a potato.,A woman is climbing a rock wall.
201,0.024362609647200682,2.561677605845034,A woman is feeding a baby.,A man is adding water to pan.
202,-0.060112522166969135,2.3496505804359913,A man is playing a guitar.,A woman is riding a horse.
203,0.3232204278534728,3.3084045350551605,A woman is mixing eggs.,The woman is eating.
204,0.09177442246664122,2.7294960245490074,A man is riding on a boat.,A man is tying in the machine.
205,0.20637245421203593,3.0159295722842216,A man is serving cake.,A man seasoning quail.
206,0.2398979161852261,3.0997785925865173,Someone is greating a carrot.,A woman is grating an orange food.
207,0.5041378598463546,3.760543614625931,A man is standing on a roof top playing a violin.,A man is on a roof dancing.
208,0.7737015185824492,4.43427175283432,A monkey is karate kicking a person.,A monkey pratices martial arts.
209,0.004544003267821194,2.510257731191814,A man shappens a knife.,A man carries a women.
210,0.1567861487433417,2.892323061823845,A woman is brushing her feet.,A woman is chopping an onion.
211,0.294012018686,3.235221952199936,A woman is removing skin from some meat.,A woman is slicing a tomato.
212,0.5486966996443093,3.87151300907135,A man is stirring ingredients in a bowl.,A man is beating two eggs in a bowl with a fork.
213,0.02486307154789718,2.562286611646414,A woman is relaxing in a bath tub.,A woman is stabbing a potato with a fork.
214,0.10770031342873065,2.76917839422822,A woman is adding oil on fishes.,The woman is cutting potatoes.
215,0.1987153459717691,2.997179925441742,A woman is writing something.,A woman is chopping green onions.
216,0.44093359934787496,3.6022597551345825,A baby eats his food.,A baby is being fed peas.
217,0.04725719311555459,2.6181652769446373,A man is slicing a carrot by a machine.,A man is standing in the rain.
218,0.5294507969318727,3.8236093521118164,A man is playing a guitar and singing on a stage.,A man is playing the electric guitar.
219,0.12289028507462586,2.807115539908409,A boy is playing a piano.,A man is singing and playing a guitar.
220,0.8775991640518349,4.694024324417114,The person is starting a fire.,A person makes fire.
221,0.09695577658553994,2.742122933268547,A woman is riding a horse on the beach.,A woman is washing a bowl.
222,0.5190772398666879,3.7975963950157166,A person is chopping an herb.,A man is finely chopping a green substance.
223,0.3758512379413249,3.4405051916837692,A woman is collecting tap water in a mug.,A boy is filling a pitcher with water.
224,0.7635175015512246,4.408285468816757,A person is whisking eggs in a bowl.,A woman is beating two eggs in a bowl using a wire whisk.
225,0.5818636770815617,3.9546939730644226,The dog could not figure out how to get a stick out the doggy door.,A dog is trying to get through his dog door.
226,-0.11044663425850212,2.2235585376620293,A woman is mixing eggs in the bowl.,A man is doing push ups.
227,0.7463551028448236,4.3658629059791565,The lady made some slices on the shrimp.,A chef is slicing a shrimp.
228,0.06334891490974866,2.6583827659487724,Someone is mixing a liquid.,A man is playing a guitar.
229,-0.023335365438914294,2.4411578848958015,A woman is slicing big pepper.,A man is playing an instrument.
230,0.45834432324158,3.6458954960107803,The animal with the big eyes is eating.,A slow loris is eating.
231,0.18211664637921765,2.955137863755226,A baby is crawling happily.,A cat is walking on hardwood floor.
232,0.006391715977559578,2.516044811345637,A tiger club is playing with a ball.,A person is chopping shrimp with a knife.
233,0.5680808126091996,3.9205722510814667,A woman is slicing fruit.,Two women are slicing some lemons.
234,0.7687560601827693,4.4220224022865295,The flag was moving in the air.,A flag is waving.
235,0.709677309040845,4.274244606494904,The baby laughed in his car seat.,A baby is laughing.
236,0.4947519478597184,3.737132027745247,A dog knocks a boy into the water twice.,A dog pushes a toddler into a rain puddle.
237,0.7938148548644938,4.484537839889526,The bird is taking a bath under the faucet.,A bird is bathing in a sink.
238,0.9053966198922678,4.763461649417877,A man plays the guitar and sings.,A man is singing and playing a guitar.
239,0.06994608354602522,2.6743632927536964,Women are holding each other and dancing together.,Two men are playing table tennis.
240,0.22968668002544074,3.0738189071416855,The man is trying to feed the snake with a mouse.,A man is working on his laptop.
241,0.6010326203421463,4.002516716718674,A tiger is playing with his trainer.,A tiger attacks a man.
242,-0.11025626248931927,2.2242168337106705,A cat is playing with a watermelon on a floor.,A man is pouring oil into a pan.
243,0.40796417748104413,3.5200268030166626,A cat retrieves an object out of a dish of water.,The cat tried to eat the corn on the cob.
244,0.05155162544801428,2.628987142816186,A chef is slicing carrot.,A person is drawing a picture.
245,-0.017743231040268287,2.455560900270939,A woman is adding some mushrooms and liquid to a pot.,A young man is playing the guitar.
246,-0.06507627903034519,2.3367799632251263,A man is passionately playing a guitar in front of an audience.,A woman is peeling a potato.
247,0.6412878119948917,4.102871268987656,Someone drew on Washington's face on the dollar.,A person draws on a dollar bill.
248,0.7503753990041242,4.376061856746674,The girl is slicing an onion.,A woman is chopping an onion into small pieces.
249,0.028974523472738555,2.572419475764036,The man is aiming a gun.,A boy is playing on a toy phone.
250,0.7649653505043393,4.412338435649872,A cat standing on tree branches.,A black and white cat is high up on tree branches.
251,0.03932921298227968,2.5984002370387316,The lamb is looking at the camera.,A small bird standing on a log at the waters edge.
252,0.3453120195577156,3.362564593553543,A bull standing in the field.,A brown horse stands in a lush green field.
253,0.5586255146822543,3.896569311618805,The black and white cows pause in front of the gate.,A black cow and a brown cow stands in a plain in front of an uprooted tree.
254,0.7524319757314943,4.38097208738327,A group of four people in a dinner having cake.,Four people eating dessert around a table.
255,0.5455974004320381,3.8641290366649628,A group of people eat at a table outside.,A group of elderly people pose around a dining table.
256,0.048284960417018755,2.6206127740442753,Older man wearing beret with mountains in background.,A sheep in the morning mist with trees in the background.
257,0.8233689291951197,4.5579952001571655,The cows feed in the trough.,The brown and white cows are eating in the trough.
258,0.8063309195705308,4.515665620565414,A small red and gray bird perched amongst the bare branches of a tree.,A red and brown bird is perched on branches.
259,0.6608132874727783,4.15213018655777,A black and wood colored dining room set in a small apartment.,Black and brown table in living room setting.
260,0.14425237293928994,2.860701307654381,A bag of cotton in front of a couch.,Calico cat sitting on step in front of a door.
261,0.13858241034679297,2.8465305268764496,Two horses standing in a field with trees in the background.,A black and white bird on a body of water with grass in the background.
262,0.8425360274886365,4.6063536405563354,Red double decker bus driving down a street.,A red two story bus driving along the street.
263,0.3832313560082202,3.4580088406801224,The lamb is looking at the camera.,A cat looking at the camera.
264,0.8543679268389254,4.635816365480423,A red double decker bus on a crowded street.,A double decker bus on a city street.
265,0.7707958150783905,4.426980912685394,A jockey riding a horse in a pen.,A jockey rides a horse at a gallop.
266,0.5782173292609176,3.945581316947937,The udders of a dairy cow that is standing in a pasture near a large building.,The black and brown cow is standing on the green grass.
267,0.7879903739695848,4.469985663890839,A woman posing by a pillar with a U2 sign.,"a woman is standing by a pillar where ""u2"" is written."
268,0.6377157258158664,4.093891978263855,One Asian and one occasion woman in glasses smiling with their thumbs up.,Two women are posing for the camera and giving the thumbs up sign.
269,0.8318702155296285,4.579703509807587,A black train moves down the tracks.,A mostly black train on a track.
270,0.714622413708422,4.286925196647644,The brown dog is resting his head on a white pillow.,A tan dog is lying on a couch and has its head on a white pillow.
271,0.526244636807377,3.815551996231079,The black and brown cow is looking at the camera.,The black and white bull is looking at the camera.
272,0.8420272390478708,4.6054452657699585,A smiling woman holding a small baby.,Two smiling women holding a baby.
273,0.7104687769259771,4.2761218547821045,Two airplanes in the sky.,A plane in the sky.
274,0.42815342424739145,3.570597693324089,A coal train traveling down the tracks.,An old train sits idle on the tracks.
275,0.8352499255976199,4.587205350399017,A cat looking at the camera.,"A grey, black, and white cat looking at the camera."
276,0.018723025285110606,2.5468444637954235,World news headlines displayed on a large screen.,A man dressed for a race relaxes.
277,0.8281184003573031,4.570743143558502,Two women posing with a baby.,Two smiling women holding a baby.
278,0.8457152402975451,4.614228308200836,A red and white plane flying on a sunny day.,Red and white plane flying through the air.
279,0.23519388952124123,3.0878061801195145,A black and white photo of an old train station.,A black and white photo of a cat sitting on a sofa.
280,0.7030884297481778,4.257727563381195,A bicycle in front of some ruins.,A pink bicycle is in front of a building.
281,0.9149542088756286,4.787031710147858,Red double decker bus on side of street.,A red double decker bus on a crowded street.
282,0.7556509973479208,4.389093518257141,A bus drives down a busy road.,A green bus drives down a road.
283,0.8449754374546183,4.612448513507843,An elderly Asian couple pose with a yawning baby at a dinner table.,An older Asian couple poses with a newborn baby at the dinner table.
284,0.09928585464477617,2.7480983175337315,Brown and white ducks walking on green grass.,A red and white plane flying on a sunny day.
285,0.33038524273362563,3.325744643807411,People ride mopeds in an urban setting.,People riding horses in a fenced area.
286,0.5589443404970116,3.89729306101799,Large silver locomotive engine in a shed.,The silver train is parked in a station.
287,0.14828927946799406,2.8706713765859604,Two people sitting on a large motorcycle.,Two eagles sitting on a long branch.
288,0.07424844234106848,2.6854227483272552,A scantily clad woman is standing next to a car.,A yellow and orange bird hold on to the side of a cage.
289,0.752467092527356,4.380075037479401,Several televisions are on the floor and stacked up on top of one another.,"Three televisions, on on the floor, the other two on a box."
290,0.9413341674671324,4.853353649377823,Sheep are grazing in a grassy field near a stand of trees.,Sheep are grazing in the field in front of a line of trees.
291,0.01170079843580516,2.5290039647370577,The small dog protects its owner.,The back of the stop sign is adorned with stickers.
292,0.2053022933791202,3.013589233160019,Children looking a sheep.,Child milking a cow outside.
293,0.13240719938243367,2.8310688585042953,A black-and-white photo of a loveseat.,A black and white photo of an old train station.
294,0.8497156135473307,4.624279737472534,the back of a stop sign with many stickers on it.,The back of a sign with stickers on.
295,0.6890940235033378,4.222627431154251,Living room or den with large screen television.,Living room with tan furniture and flat screen television.
296,0.457145240233045,3.6431043595075607,Two women sitting in lawn chairs.,Two women are sitting in a cafe.
297,0.9084810321213301,4.77120041847229,A doubly decker red bus driving down the road.,A red double decker bus driving down a street.
298,0.03698682961508822,2.592471484094858,The black bird is sitting on the ground.,The back of a pig under a tree with a cow in the background.
299,0.6464873799483484,4.116457849740982,A Das Air Cargo plane sits on the runway.,A passenger plane parked on a runway.
300,0.7639232428340916,4.4095465540885925,A cat sleeps on purple sheet.,A black and white cat sleeps on a purple blanket.
301,0.09855588493062606,2.7463915571570396,A close-up of a cat on a cream sofa.,A close-up of a horse.
302,0.9323091700199315,4.830808639526367,A kitchen with wood cabinets and dining table.,A kitchen with wooden cabinets and furniture.
